case,dataset,fault,status,truth,stage,arm,answer,correct,abstained,confidence,rank_of_truth,reason_for_answer,reason_for_truth,role_of_truth,retention_kept,retention_missed,retention_score,prompt_tokens,eval_tokens,wall_s,gpu_free_before_MB,parse_error,model,thinking,num_ctx
re1tt_ts-order-service_cpu_1,RE1-TT,cpu,clear,ts-order-service,step1,llm:gemma4:26b-nothink-shuffled,ts-order-service,True,False,,1,Shows massive CPU increase and rising latency.,Shows massive CPU increase and rising latency.,,ts-order-service metric shift (ts-order-service_cpu),,1/1,1735,248,21.42,383,,gemma4:26b,False,3072
re1tt_ts-order-service_cpu_1,RE1-TT,cpu,clear,ts-order-service,step2,llm:gemma4:26b-nothink-shuffled+py2:naive,ts-order-service,True,False,,1,Shows massive CPU increase and rising latency.,Shows massive CPU increase and rising latency.,origin,ts-order-service metric shift (ts-order-service_cpu),,1/1,,,,,,,,
re1tt_ts-order-service_cpu_1,RE1-TT,cpu,clear,ts-order-service,step2,llm:gemma4:26b-nothink-shuffled+py2:rule,ts-order-service,True,False,,1,Shows massive CPU increase and rising latency.,Shows massive CPU increase and rising latency.,origin,ts-order-service metric shift (ts-order-service_cpu),,1/1,,,,,,,,
re1tt_ts-order-service_cpu_1,RE1-TT,cpu,clear,ts-order-service,step2,python:strength+llm2:gemma4:26b,ts-order-service,True,False,,1,shape ts-order-service_cpu (20.89); shape ts-order-service_latency-90 (1.92),shape ts-order-service_cpu (20.89); shape ts-order-service_latency-90 (1.92),unknown,ts-order-service metric shift (ts-order-service_cpu),,1/1,2569,236,20.98,367,,gemma4:26b,False,4096
re1tt_ts-order-service_cpu_1,RE1-TT,cpu,clear,ts-order-service,step2,llm:gemma4:26b-nothink-shuffled+llm2:gemma4:26b,ts-order-service,True,False,,1,Shows massive CPU increase and rising latency.,Shows massive CPU increase and rising latency.,origin,ts-order-service metric shift (ts-order-service_cpu),,1/1,645,201,19.99,339,,gemma4:26b,False,2048
re1tt_ts-order-service_cpu_1,RE1-TT,cpu,clear,ts-order-service,step3,python:strength+py2:rule+llm3:gemma4:26b,ts-ticketinfo-service,False,False,medium,,"The dependency trace shows ts-travel2-service is a victim of ts-ticketinfo-service, and ts-ticketinfo-service is explicitly labeled as an origin.",,,ts-order-service metric shift (ts-order-service_cpu),,1/1,1916,59,18.92,386,,gemma4:26b,False,3584
re1tt_ts-order-service_cpu_1,RE1-TT,cpu,clear,ts-order-service,step3,python:strength+llm2:gemma4:26b+llm3:gemma4:26b,ts-order-service,True,False,high,1,"ts-order-service shows a massive CPU spike (20.89) which is significantly higher than any other service, indicating it is the likely origin of the fault.","ts-order-service shows a massive CPU spike (20.89) which is significantly higher than any other service, indicating it is the likely origin of the fault.",unknown,ts-order-service metric shift (ts-order-service_cpu),,1/1,1806,59,2.21,355,,gemma4:26b,False,3584
re1tt_ts-order-service_cpu_1,RE1-TT,cpu,clear,ts-order-service,step3,llm:gemma4:26b-nothink-shuffled+py2:rule+llm3:gemma4:26b,ts-admin-basic-info-service,False,False,medium,,"The drop in CPU and workload in ts-admin-basic-info-service is a classic sign of a dependency failure, whereas the high CPU in ts-order-service is more characteristic of a symptom of load or processing rather than the root cause.",,,ts-order-service metric shift (ts-order-service_cpu),,1/1,286,78,18.38,349,,gemma4:26b,False,1536
re1tt_ts-order-service_cpu_1,RE1-TT,cpu,clear,ts-order-service,step3,llm:gemma4:26b-nothink-shuffled+llm2:gemma4:26b+llm3:gemma4:26b,ts-order-service,True,False,high,1,"The ts-order-service is explicitly labeled as the origin and exhibits classic signs of a fault, such as massive CPU increase and rising latency.","The ts-order-service is explicitly labeled as the origin and exhibits classic signs of a fault, such as massive CPU increase and rising latency.",origin,ts-order-service metric shift (ts-order-service_cpu),,1/1,300,52,1.07,389,,gemma4:26b,False,1536
re2tt_ts-order-service_delay_1,RE2-TT,delay,clear,ts-order-service,step1,llm:gemma4:26b-nothink-shuffled,ts-order-service,True,False,,1,Experiencing massive latency spikes and new log patterns.,Experiencing massive latency spikes and new log patterns.,,,ts-order-service new log pattern (INFO <n> --- [<thread>] order.service.Or); ts-order-service log volume quiet (ts-order-service log volume); ts-order-service log rate change (INFO <n> --- [<thread>] order.controller),0/3,7824,630,30.25,392,,gemma4:26b,False,10240
re2tt_ts-order-service_delay_1,RE2-TT,delay,clear,ts-order-service,step2,llm:gemma4:26b-nothink-shuffled+py2:naive,ts-order-service,True,False,,1,Experiencing massive latency spikes and new log patterns.,Experiencing massive latency spikes and new log patterns.,origin,,ts-order-service new log pattern (INFO <n> --- [<thread>] order.service.Or); ts-order-service log volume quiet (ts-order-service log volume); ts-order-service log rate change (INFO <n> --- [<thread>] order.controller),0/3,,,,,,,,
re2tt_ts-order-service_delay_1,RE2-TT,delay,clear,ts-order-service,step2,llm:gemma4:26b-nothink-shuffled+py2:rule,ts-order-service,True,False,,1,Experiencing massive latency spikes and new log patterns.,Experiencing massive latency spikes and new log patterns.,origin,,ts-order-service new log pattern (INFO <n> --- [<thread>] order.service.Or); ts-order-service log volume quiet (ts-order-service log volume); ts-order-service log rate change (INFO <n> --- [<thread>] order.controller),0/3,,,,,,,,
re2tt_ts-order-service_delay_1,RE2-TT,delay,clear,ts-order-service,step2,python:strength+llm2:gemma4:26b,ts-security-service,False,False,,3,shape ts-security-service_latency-50 (15.83); shape ts-security-service_latency-90 (23.55),shape ts-order-service_latency-50 (51.03); shape ts-order-service_latency-90 (48),origin,ts-order-service new log pattern (INFO <n> --- [<thread>] order.service.Or); ts-order-service log volume quiet (ts-order-service log volume); ts-order-service log rate change (INFO <n> --- [<thread>] order.controller),,3/3,4580,412,25.86,396,,gemma4:26b,False,6656
re2tt_ts-order-service_delay_1,RE2-TT,delay,clear,ts-order-service,step2,llm:gemma4:26b-nothink-shuffled+llm2:gemma4:26b,ts-order-service,True,False,,1,Experiencing massive latency spikes and new log patterns.,Experiencing massive latency spikes and new log patterns.,origin,,ts-order-service new log pattern (INFO <n> --- [<thread>] order.service.Or); ts-order-service log volume quiet (ts-order-service log volume); ts-order-service log rate change (INFO <n> --- [<thread>] order.controller),0/3,1264,234,21.18,469,,gemma4:26b,False,2560
re2tt_ts-order-service_delay_1,RE2-TT,delay,clear,ts-order-service,step3,python:strength+py2:rule+llm3:gemma4:26b,,False,True,medium,,"There are two services explicitly labeled as 'origin' (ts-auth-service and ts-consign-service), but their symptoms and dependency paths do not clearly link them to the widespread latency issues observed in the victim services.",,,ts-order-service new log pattern (INFO <n> --- [<thread>] order.service.Or); ts-order-service log volume quiet (ts-order-service log volume); ts-order-service log rate change (INFO <n> --- [<thread>] order.controller),,3/3,3212,65,20.71,377,,gemma4:26b,False,5120
re2tt_ts-order-service_delay_1,RE2-TT,delay,clear,ts-order-service,step3,python:strength+llm2:gemma4:26b+llm3:gemma4:26b,ts-order-service,True,False,high,1,"The dependency tracing explicitly identifies ts-order-service as the origin, and multiple victim services (ts-security-service, ts-preserve-service, ts-seat-service, ts-travel-service, and ts-inside-payment-service) all list ts-order-service as their dependency.","The dependency tracing explicitly identifies ts-order-service as the origin, and multiple victim services (ts-security-service, ts-preserve-service, ts-seat-service, ts-travel-service, and ts-inside-payment-service) all list ts-order-service as their dependency.",origin,ts-order-service new log pattern (INFO <n> --- [<thread>] order.service.Or); ts-order-service log volume quiet (ts-order-service log volume); ts-order-service log rate change (INFO <n> --- [<thread>] order.controller),,3/3,3046,86,20.83,500,,gemma4:26b,False,4608
re2tt_ts-order-service_delay_1,RE2-TT,delay,clear,ts-order-service,step3,llm:gemma4:26b-nothink-shuffled+py2:rule+llm3:gemma4:26b,,False,True,medium,,"The candidate list contains two services labeled as 'origin' (ts-order-service and ts-consign-service) with conflicting symptoms, making it impossible to determine a single source of the fault.",,,,ts-order-service new log pattern (INFO <n> --- [<thread>] order.service.Or); ts-order-service log volume quiet (ts-order-service log volume); ts-order-service log rate change (INFO <n> --- [<thread>] order.controller),0/3,434,60,18.17,511,,gemma4:26b,False,1536
re2tt_ts-order-service_delay_1,RE2-TT,delay,clear,ts-order-service,step3,llm:gemma4:26b-nothink-shuffled+llm2:gemma4:26b+llm3:gemma4:26b,ts-order-service,True,False,high,1,"The ts-order-service is explicitly labeled as the origin and exhibits the most significant latency spikes, which are also reflected in its downstream victims.","The ts-order-service is explicitly labeled as the origin and exhibits the most significant latency spikes, which are also reflected in its downstream victims.",origin,,ts-order-service new log pattern (INFO <n> --- [<thread>] order.service.Or); ts-order-service log volume quiet (ts-order-service log volume); ts-order-service log rate change (INFO <n> --- [<thread>] order.controller),0/3,428,52,1.07,391,,gemma4:26b,False,1536
re1ob_cartservice_loss_4,RE1-OB,loss,weak,cartservice,step1,llm:gemma4:26b-nothink-shuffled,recommendationservice,False,False,,2,"Shows a clear, significant step change in high-percentile latency.",Shows an extreme increase in 90th percentile latency.,,cartservice metric shift (cartservice_latency-90),,1/1,647,330,4.41,385,,gemma4:26b,False,2048
re1ob_cartservice_loss_4,RE1-OB,loss,weak,cartservice,step2,llm:gemma4:26b-nothink-shuffled+py2:naive,recommendationservice,False,False,,2,"Shows a clear, significant step change in high-percentile latency.",Shows an extreme increase in 90th percentile latency.,unknown,cartservice metric shift (cartservice_latency-90),,1/1,,,,,,,,
re1ob_cartservice_loss_4,RE1-OB,loss,weak,cartservice,step2,llm:gemma4:26b-nothink-shuffled+py2:rule,recommendationservice,False,False,,2,"Shows a clear, significant step change in high-percentile latency.",Shows an extreme increase in 90th percentile latency.,unknown,cartservice metric shift (cartservice_latency-90),,1/1,,,,,,,,
re1ob_cartservice_loss_4,RE1-OB,loss,weak,cartservice,step2,python:strength+llm2:gemma4:26b,recommendationservice,False,False,,2,shape recommendationservice_latency-90 (1.55); shape recommendationservice_latency-50 (1.05),shape cartservice_latency-90 (30.31); shape cartservice_latency-50 (1.4),origin,cartservice metric shift (cartservice_latency-90),,1/1,1150,285,21.66,381,,gemma4:26b,False,2560
re1ob_cartservice_loss_4,RE1-OB,loss,weak,cartservice,step2,llm:gemma4:26b-nothink-shuffled+llm2:gemma4:26b,recommendationservice,False,False,,2,"Shows a clear, significant step change in high-percentile latency.",Shows an extreme increase in 90th percentile latency.,origin,cartservice metric shift (cartservice_latency-90),,1/1,608,129,19.31,377,,gemma4:26b,False,2048
re1ob_cartservice_loss_4,RE1-OB,loss,weak,cartservice,step3,python:strength+py2:rule+llm3:gemma4:26b,cartservice,True,False,medium,1,cartservice shows the most significant latency spike (30.31) and is a dependency for both the frontend and checkoutservice paths.,cartservice shows the most significant latency spike (30.31) and is a dependency for both the frontend and checkoutservice paths.,unknown,cartservice metric shift (cartservice_latency-90),,1/1,582,48,1.33,387,,gemma4:26b,False,2048
re1ob_cartservice_loss_4,RE1-OB,loss,weak,cartservice,step3,python:strength+llm2:gemma4:26b+llm3:gemma4:26b,cartservice,True,False,high,1,"The cartservice is explicitly labeled as the origin and exhibits the most significant symptom deviations, including high latency and CPU usage.","The cartservice is explicitly labeled as the origin and exhibits the most significant symptom deviations, including high latency and CPU usage.",origin,cartservice metric shift (cartservice_latency-90),,1/1,566,44,1.1,381,,gemma4:26b,False,2048
re1ob_cartservice_loss_4,RE1-OB,loss,weak,cartservice,step3,llm:gemma4:26b-nothink-shuffled+py2:rule+llm3:gemma4:26b,recommendationservice,False,False,high,,"The recommendationservice is explicitly labeled as the origin and shows a significant latency step change, which aligns with the downstream latency increases in the cartservice and checkoutservice.",,,cartservice metric shift (cartservice_latency-90),,1/1,271,53,1.06,381,,gemma4:26b,False,1536
re1ob_cartservice_loss_4,RE1-OB,loss,weak,cartservice,step3,llm:gemma4:26b-nothink-shuffled+llm2:gemma4:26b+llm3:gemma4:26b,cartservice,True,False,high,1,"The cartservice is explicitly labeled as the origin of the fault and shows extreme latency increases, while the checkoutservice is identified as its victim.","The cartservice is explicitly labeled as the origin of the fault and shows extreme latency increases, while the checkoutservice is identified as its victim.",origin,cartservice metric shift (cartservice_latency-90),,1/1,279,48,0.95,381,,gemma4:26b,False,1536
re3ss_carts_f4_1,RE3-SS,f4,weak,carts,step1,llm:gemma4:26b-nothink-shuffled,orders-db,False,False,,3,Shows a clear step change down in socket metric.,Experiencing connection exceptions and log quiet periods.,,carts log volume quiet (carts log volume),carts metric shift (carts_socket),1/2,2365,484,24.71,383,,gemma4:26b,False,4096
re3ss_carts_f4_1,RE3-SS,f4,weak,carts,step2,llm:gemma4:26b-nothink-shuffled+py2:naive,orders-db,False,False,,3,Shows a clear step change down in socket metric.,Experiencing connection exceptions and log quiet periods.,victim,carts log volume quiet (carts log volume),carts metric shift (carts_socket),1/2,,,,,,,,
re3ss_carts_f4_1,RE3-SS,f4,weak,carts,step2,llm:gemma4:26b-nothink-shuffled+py2:rule,orders-db,False,False,,3,Shows a clear step change down in socket metric.,Experiencing connection exceptions and log quiet periods.,victim,carts log volume quiet (carts log volume),carts metric shift (carts_socket),1/2,,,,,,,,
re3ss_carts_f4_1,RE3-SS,f4,weak,carts,step2,python:strength+llm2:gemma4:26b,carts,True,False,,1,"log_rare 122 log_rare lines [classes: java.io.IOException, javax.serv (122 patterns); log_oneoff 29 log_oneoff lines [classes: java.net.ConnectException, com (29 patterns)","log_rare 122 log_rare lines [classes: java.io.IOException, javax.serv (122 patterns); log_oneoff 29 log_oneoff lines [classes: java.net.ConnectException, com (29 patterns)",victim,carts log volume quiet (carts log volume); carts metric shift (carts_socket),,2/2,1403,273,21.54,341,,gemma4:26b,False,3072
re3ss_carts_f4_1,RE3-SS,f4,weak,carts,step2,llm:gemma4:26b-nothink-shuffled+llm2:gemma4:26b,orders-db,False,False,,3,Shows a clear step change down in socket metric.,Experiencing connection exceptions and log quiet periods.,victim,carts log volume quiet (carts log volume),carts metric shift (carts_socket),1/2,761,290,21.47,367,,gemma4:26b,False,2048
re3ss_carts_f4_1,RE3-SS,f4,weak,carts,step3,python:strength+py2:rule+llm3:gemma4:26b,,False,True,medium,,"The dependency paths show 'front-end' depends on 'orders' and 'orders' depends on 'user' and 'shipping', but the root cause is not clearly identifiable among the 'unknown' services like 'user', 'orders-db', or 'user-db' based on the provided symptoms.",,,carts log volume quiet (carts log volume); carts metric shift (carts_socket),,2/2,921,81,18.6,386,,gemma4:26b,False,2560
re3ss_carts_f4_1,RE3-SS,f4,weak,carts,step3,python:strength+llm2:gemma4:26b+llm3:gemma4:26b,carts-db,False,False,high,,The service carts-db is explicitly labeled with the role 'origin' and shows symptoms including socket shape changes and log patterns.,,,carts log volume quiet (carts log volume); carts metric shift (carts_socket),,2/2,917,46,1.58,377,,gemma4:26b,False,2560
re3ss_carts_f4_1,RE3-SS,f4,weak,carts,step3,llm:gemma4:26b-nothink-shuffled+py2:rule+llm3:gemma4:26b,carts-db,False,False,medium,,"The carts service is a victim of connection exceptions pointing to carts-db, and carts-db shows new network logs and socket degradation, suggesting it is the source of the downstream failure.",,,carts log volume quiet (carts log volume),carts metric shift (carts_socket),1/2,365,58,17.88,371,,gemma4:26b,False,1536
re3ss_carts_f4_1,RE3-SS,f4,weak,carts,step3,llm:gemma4:26b-nothink-shuffled+llm2:gemma4:26b+llm3:gemma4:26b,orders-db,False,False,high,,"The orders-db is explicitly labeled as the origin and shows a clear step change in its socket metric, which aligns with the downstream connection exceptions seen in the dependent services.",,,carts log volume quiet (carts log volume),carts metric shift (carts_socket),1/2,379,55,1.18,391,,gemma4:26b,False,1536
re3ss_carts_f1_1,RE3-SS,f1,clear,carts,step3,python:strength+py2:naive+py3:top1,carts,True,False,medium,1,error_rate carts_error (from ~0 errors 6%->98%); log_new WARN o.s.web.servlet.PageNotFound: Request method 'POST' not (0->569),error_rate carts_error (from ~0 errors 6%->98%); log_new WARN o.s.web.servlet.PageNotFound: Request method 'POST' not (0->569),victim,carts WARN 'POST not supported'; carts goes quiet (restart); carts error-seconds rise,,3/3,,,,,,,,
re3ss_carts_f1_1,RE3-SS,f1,clear,carts,step3,python:strength+py2:naive+py3:role,carts,True,False,medium,1,"no candidate was labelled origin, fell back to step 1's top candidate; error_rate carts_error (from ~0 errors 6%->98%); log_new WARN o.s.web.servlet.PageNotFound: Request method 'POST' not (0->569)","no candidate was labelled origin, fell back to step 1's top candidate; error_rate carts_error (from ~0 errors 6%->98%); log_new WARN o.s.web.servlet.PageNotFound: Request method 'POST' not (0->569)",victim,carts WARN 'POST not supported'; carts goes quiet (restart); carts error-seconds rise,,3/3,,,,,,,,
re3ss_carts_f1_1,RE3-SS,f1,clear,carts,step3,python:strength+py2:rule+py3:top1,carts,True,False,high,1,error_rate carts_error (from ~0 errors 6%->98%); log_new WARN o.s.web.servlet.PageNotFound: Request method 'POST' not (0->569),error_rate carts_error (from ~0 errors 6%->98%); log_new WARN o.s.web.servlet.PageNotFound: Request method 'POST' not (0->569),origin,carts WARN 'POST not supported'; carts goes quiet (restart); carts error-seconds rise,,3/3,,,,,,,,
re3ss_carts_f1_1,RE3-SS,f1,clear,carts,step3,python:strength+py2:rule+py3:role,carts,True,False,high,1,step 2 labelled it the origin; error_rate carts_error (from ~0 errors 6%->98%); log_new WARN o.s.web.servlet.PageNotFound: Request method 'POST' not (0->569),step 2 labelled it the origin; error_rate carts_error (from ~0 errors 6%->98%); log_new WARN o.s.web.servlet.PageNotFound: Request method 'POST' not (0->569),origin,carts WARN 'POST not supported'; carts goes quiet (restart); carts error-seconds rise,,3/3,,,,,,,,
re3ss_carts_f3_1,RE3-SS,f3,clear,carts,step3,python:strength+py2:naive+py3:top1,carts,True,False,medium,1,error_rate carts_error (from ~0 errors 14%->98%); log_new WARN o.s.web.servlet.PageNotFound: Request method 'POST' not (0->574),error_rate carts_error (from ~0 errors 14%->98%); log_new WARN o.s.web.servlet.PageNotFound: Request method 'POST' not (0->574),victim,carts error-rate rise (carts_error); carts new log pattern (WARN o.s.web.servlet.PageNotFound: Reque); carts log volume quiet (carts log volume),,3/3,,,,,,,,
re3ss_carts_f3_1,RE3-SS,f3,clear,carts,step3,python:strength+py2:naive+py3:role,carts,True,False,medium,1,"no candidate was labelled origin, fell back to step 1's top candidate; error_rate carts_error (from ~0 errors 14%->98%); log_new WARN o.s.web.servlet.PageNotFound: Request method 'POST' not (0->574)","no candidate was labelled origin, fell back to step 1's top candidate; error_rate carts_error (from ~0 errors 14%->98%); log_new WARN o.s.web.servlet.PageNotFound: Request method 'POST' not (0->574)",victim,carts error-rate rise (carts_error); carts new log pattern (WARN o.s.web.servlet.PageNotFound: Reque); carts log volume quiet (carts log volume),,3/3,,,,,,,,
re3ss_carts_f3_1,RE3-SS,f3,clear,carts,step3,python:strength+py2:rule+py3:top1,carts,True,False,medium,1,error_rate carts_error (from ~0 errors 14%->98%); log_new WARN o.s.web.servlet.PageNotFound: Request method 'POST' not (0->574),error_rate carts_error (from ~0 errors 14%->98%); log_new WARN o.s.web.servlet.PageNotFound: Request method 'POST' not (0->574),victim,carts error-rate rise (carts_error); carts new log pattern (WARN o.s.web.servlet.PageNotFound: Reque); carts log volume quiet (carts log volume),,3/3,,,,,,,,
re3ss_carts_f3_1,RE3-SS,f3,clear,carts,step3,python:strength+py2:rule+py3:role,carts,True,False,medium,1,"no candidate was labelled origin, fell back to step 1's top candidate; error_rate carts_error (from ~0 errors 14%->98%); log_new WARN o.s.web.servlet.PageNotFound: Request method 'POST' not (0->574)","no candidate was labelled origin, fell back to step 1's top candidate; error_rate carts_error (from ~0 errors 14%->98%); log_new WARN o.s.web.servlet.PageNotFound: Request method 'POST' not (0->574)",victim,carts error-rate rise (carts_error); carts new log pattern (WARN o.s.web.servlet.PageNotFound: Reque); carts log volume quiet (carts log volume),,3/3,,,,,,,,
re3ss_orders_f1_1,RE3-SS,f1,clear,orders,step3,python:strength+py2:naive+py3:top1,front-end,False,False,medium,,"log_new POST /orders status400 - ms - - (0->644); log_new Order response: {""cause"":{""cause"":{""cause"":null,""message"":""C (0->643)",,,orders presence change (orders_diskio); orders error-rate rise (orders_error); orders new log pattern (Caused by: java.lang.IllegalArgumentExce),,3/3,,,,,,,,
re3ss_orders_f1_1,RE3-SS,f1,clear,orders,step3,python:strength+py2:naive+py3:role,front-end,False,False,medium,,"no candidate was labelled origin, fell back to step 1's top candidate; log_new POST /orders status400 - ms - - (0->644); log_new Order response: {""cause"":{""cause"":{""cause"":null,""message"":""C (0->643)",,,orders presence change (orders_diskio); orders error-rate rise (orders_error); orders new log pattern (Caused by: java.lang.IllegalArgumentExce),,3/3,,,,,,,,
re3ss_orders_f1_1,RE3-SS,f1,clear,orders,step3,python:strength+py2:rule+py3:top1,front-end,False,False,medium,,"log_new POST /orders status400 - ms - - (0->644); log_new Order response: {""cause"":{""cause"":{""cause"":null,""message"":""C (0->643)",,,orders presence change (orders_diskio); orders error-rate rise (orders_error); orders new log pattern (Caused by: java.lang.IllegalArgumentExce),,3/3,,,,,,,,
re3ss_orders_f1_1,RE3-SS,f1,clear,orders,step3,python:strength+py2:rule+py3:role,front-end,False,False,medium,,"no candidate was labelled origin, fell back to step 1's top candidate; log_new POST /orders status400 - ms - - (0->644); log_new Order response: {""cause"":{""cause"":{""cause"":null,""message"":""C (0->643)",,,orders presence change (orders_diskio); orders error-rate rise (orders_error); orders new log pattern (Caused by: java.lang.IllegalArgumentExce),,3/3,,,,,,,,
re3ss_orders_f3_1,RE3-SS,f3,clear,orders,step3,python:strength+py2:naive+py3:top1,front-end,False,False,medium,,"log_new Order response: {""statusCode"":status406,""body"":{""timestamp"": (0->642); log_rate POST /orders status406 - ms - - (77->642)",,,orders INFO 'payment response: null'; front-end 'Not Acceptable' orders; orders error-seconds rise,,3/3,,,,,,,,
re3ss_orders_f3_1,RE3-SS,f3,clear,orders,step3,python:strength+py2:naive+py3:role,front-end,False,False,medium,,"no candidate was labelled origin, fell back to step 1's top candidate; log_new Order response: {""statusCode"":status406,""body"":{""timestamp"": (0->642); log_rate POST /orders status406 - ms - - (77->642)",,,orders INFO 'payment response: null'; front-end 'Not Acceptable' orders; orders error-seconds rise,,3/3,,,,,,,,
re3ss_orders_f3_1,RE3-SS,f3,clear,orders,step3,python:strength+py2:rule+py3:top1,front-end,False,False,medium,,"log_new Order response: {""statusCode"":status406,""body"":{""timestamp"": (0->642); log_rate POST /orders status406 - ms - - (77->642)",,,orders INFO 'payment response: null'; front-end 'Not Acceptable' orders; orders error-seconds rise,,3/3,,,,,,,,
re3ss_orders_f3_1,RE3-SS,f3,clear,orders,step3,python:strength+py2:rule+py3:role,front-end,False,False,medium,,"no candidate was labelled origin, fell back to step 1's top candidate; log_new Order response: {""statusCode"":status406,""body"":{""timestamp"": (0->642); log_rate POST /orders status406 - ms - - (77->642)",,,orders INFO 'payment response: null'; front-end 'Not Acceptable' orders; orders error-seconds rise,,3/3,,,,,,,,
re3ss_front-end_f1_1,RE3-SS,f1,clear,front-end,step3,python:strength+py2:naive+py3:top1,front-end,True,False,medium,1,log_rate POST /cart status500 <n> ms - <n> (77->705); log_rate POST /cart status201 - ms - - (655->30),log_rate POST /cart status500 <n> ms - <n> (77->705); log_rate POST /cart status201 - ms - - (655->30),victim,"front-end error-rate rise (front-end_error); front-end new log pattern (Order response: {""statusCode"":status406,); front-end log rate change (POST /cart status500 <n> ms - <n>)",,3/3,,,,,,,,
re3ss_front-end_f1_1,RE3-SS,f1,clear,front-end,step3,python:strength+py2:naive+py3:role,front-end,True,False,medium,1,"no candidate was labelled origin, fell back to step 1's top candidate; log_rate POST /cart status500 <n> ms - <n> (77->705); log_rate POST /cart status201 - ms - - (655->30)","no candidate was labelled origin, fell back to step 1's top candidate; log_rate POST /cart status500 <n> ms - <n> (77->705); log_rate POST /cart status201 - ms - - (655->30)",victim,"front-end error-rate rise (front-end_error); front-end new log pattern (Order response: {""statusCode"":status406,); front-end log rate change (POST /cart status500 <n> ms - <n>)",,3/3,,,,,,,,
re3ss_front-end_f1_1,RE3-SS,f1,clear,front-end,step3,python:strength+py2:rule+py3:top1,front-end,True,False,medium,1,log_rate POST /cart status500 <n> ms - <n> (77->705); log_rate POST /cart status201 - ms - - (655->30),log_rate POST /cart status500 <n> ms - <n> (77->705); log_rate POST /cart status201 - ms - - (655->30),victim,"front-end error-rate rise (front-end_error); front-end new log pattern (Order response: {""statusCode"":status406,); front-end log rate change (POST /cart status500 <n> ms - <n>)",,3/3,,,,,,,,
re3ss_front-end_f1_1,RE3-SS,f1,clear,front-end,step3,python:strength+py2:rule+py3:role,front-end,True,False,medium,1,"no candidate was labelled origin, fell back to step 1's top candidate; log_rate POST /cart status500 <n> ms - <n> (77->705); log_rate POST /cart status201 - ms - - (655->30)","no candidate was labelled origin, fell back to step 1's top candidate; log_rate POST /cart status500 <n> ms - <n> (77->705); log_rate POST /cart status201 - ms - - (655->30)",victim,"front-end error-rate rise (front-end_error); front-end new log pattern (Order response: {""statusCode"":status406,); front-end log rate change (POST /cart status500 <n> ms - <n>)",,3/3,,,,,,,,
re2ss_user_loss_1,RE2-SS,loss,clear,user,step3,python:strength+py2:naive+py3:top1,user,True,False,medium,1,presence user_latency-50 (52.72 (100%->35%)); presence user_latency-90 (112.1 (100%->35%)),presence user_latency-50 (52.72 (100%->35%)); presence user_latency-90 (112.1 (100%->35%)),unknown,user latency goes quiet; user error metric appears; user log volume quiet,,3/3,,,,,,,,
re2ss_user_loss_1,RE2-SS,loss,clear,user,step3,python:strength+py2:naive+py3:role,user,True,False,medium,1,"no candidate was labelled origin, fell back to step 1's top candidate; presence user_latency-50 (52.72 (100%->35%)); presence user_latency-90 (112.1 (100%->35%))","no candidate was labelled origin, fell back to step 1's top candidate; presence user_latency-50 (52.72 (100%->35%)); presence user_latency-90 (112.1 (100%->35%))",unknown,user latency goes quiet; user error metric appears; user log volume quiet,,3/3,,,,,,,,
re2ss_user_loss_1,RE2-SS,loss,clear,user,step3,python:strength+py2:rule+py3:top1,user,True,False,medium,1,presence user_latency-50 (52.72 (100%->35%)); presence user_latency-90 (112.1 (100%->35%)),presence user_latency-50 (52.72 (100%->35%)); presence user_latency-90 (112.1 (100%->35%)),unknown,user latency goes quiet; user error metric appears; user log volume quiet,,3/3,,,,,,,,
re2ss_user_loss_1,RE2-SS,loss,clear,user,step3,python:strength+py2:rule+py3:role,user,True,False,medium,1,"no candidate was labelled origin, fell back to step 1's top candidate; presence user_latency-50 (52.72 (100%->35%)); presence user_latency-90 (112.1 (100%->35%))","no candidate was labelled origin, fell back to step 1's top candidate; presence user_latency-50 (52.72 (100%->35%)); presence user_latency-90 (112.1 (100%->35%))",unknown,user latency goes quiet; user error metric appears; user log volume quiet,,3/3,,,,,,,,
re1ob_adservice_mem_1,RE1-OB,mem,clear,adservice,step3,python:strength+py2:naive+py3:top1,adservice,True,False,medium,1,shape adservice_mem (10.6); shape adservice_cpu (33.07),shape adservice_mem (10.6); shape adservice_cpu (33.07),unknown,adservice metric shift (adservice_mem),,1/1,,,,,,,,
re1ob_adservice_mem_1,RE1-OB,mem,clear,adservice,step3,python:strength+py2:naive+py3:role,adservice,True,False,medium,1,"no candidate was labelled origin, fell back to step 1's top candidate; shape adservice_mem (10.6); shape adservice_cpu (33.07)","no candidate was labelled origin, fell back to step 1's top candidate; shape adservice_mem (10.6); shape adservice_cpu (33.07)",unknown,adservice metric shift (adservice_mem),,1/1,,,,,,,,
re1ob_adservice_mem_1,RE1-OB,mem,clear,adservice,step3,python:strength+py2:rule+py3:top1,adservice,True,False,medium,1,shape adservice_mem (10.6); shape adservice_cpu (33.07),shape adservice_mem (10.6); shape adservice_cpu (33.07),unknown,adservice metric shift (adservice_mem),,1/1,,,,,,,,
